node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
4126,1,38,20896,13,38,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4127,68,170,225988,13,170,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4128,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,153.54322116985097,0.4804530139182434
4129,3,188,190996,13,188,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4130,1,126,9232,13,126,1,1,126,2,1,0.6666666666666666,0.0,0.6666666666666666,153.83090324230275,1.2069489608126394
4131,6,126,18592,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4132,1,157,9232,13,157,2,1,157,3,2,0.6031746031746031,0.6365141682928128,0.75,191.05238698798377,1.6874019747307807
4133,3,157,12400,13,157,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4134,1,157,9304,13,157,1,1,157,2,1,0.7333333333333334,0.0,1.0,190.47702284308022,0.4804530139181646
4135,13,95,31408,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4136,1,126,9232,13,126,1,1,126,2,1,0.6190476190476191,0.0,0.6666666666666666,154.11858531475454,1.2069489608126394
4137,3,95,59668,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4138,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.11858531475454,1.6874019747308828
4139,8,157,18628,13,157,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4140,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,154.11858531475454,0.4804530139182434
4141,3,126,12424,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4142,1,126,13984,13,126,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4143,29,64,41956,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4144,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.40626738720633,1.6874019747307807
4145,3,38,12436,13,38,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4146,1,38,7000,13,38,1,1,38,2,1,0.7333333333333334,0.0,1.0,46.50878515879329,0.480453013918204
4147,6,38,18664,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4148,1,126,9232,13,126,1,1,126,2,1,0.6190476190476191,0.0,0.6666666666666666,154.40626738720633,1.2069489608125767
4149,3,126,12448,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4150,1,95,95956,13,95,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.07658038179666,1.6874019747307798
4151,8,95,95956,13,95,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4152,1,64,4152,13,64,1,1,64,2,1,0.7333333333333334,0.0,1.0,78.81257160603725,0.480453013918204
4153,3,64,14020,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4154,1,64,6232,13,64,1,1,64,2,1,0.6666666666666666,0.0,0.6666666666666666,78.81257160603725,1.2069489608125767
4155,11,64,21040,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4156,1,64,10528,13,64,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.65194452670022,1.6874019747307822
4157,3,64,12472,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4158,1,51,31588,13,51,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4159,21,51,94768,13,51,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4160,1,33,4160,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.01572371545275,1.2069489608125767
4161,3,64,12484,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4162,1,64,6244,13,64,2,1,64,3,2,0.6031746031746031,0.6365141682928128,0.75,78.81257160603725,1.6874019747307807
4163,6,64,18736,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4164,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,154.11858531475454,0.4804530139182434
4165,3,126,12496,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4166,1,126,9376,13,126,1,1,126,2,1,0.6666666666666666,0.0,0.6666666666666666,153.83090324230278,1.2069489608125767
4167,32,113,60100,13,113,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4168,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.40626738720633,1.6874019747308433
4169,3,157,26728,13,157,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4170,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,153.83090324230275,0.480453013918204
4171,8,126,18772,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4172,1,126,9232,13,126,1,1,126,2,1,0.6190476190476191,0.0,0.6666666666666666,154.40626738720633,1.2069489608126394
4173,3,126,12520,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4174,1,113,15856,13,113,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4175,13,113,42280,13,113,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4176,1,33,4176,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.44035957054919,0.480453013918204
4177,3,126,12532,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4178,1,64,23812,13,64,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,9.07658038179666,1.2069489608125807
4179,6,64,23812,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4180,1,33,4180,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.01572371545275,1.6874019747307807
4181,3,33,12544,13,33,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4182,1,38,9412,13,38,1,1,38,2,1,0.7333333333333334,0.0,1.0,45.93342101388973,0.480453013918204
4183,8,38,28240,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4184,1,126,9232,13,126,1,1,126,2,1,0.6190476190476191,0.0,0.6666666666666666,154.40626738720633,1.2069489608126394
4185,3,38,14128,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4186,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.40626738720633,1.6874019747308433
4187,24,64,80512,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4188,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,154.11858531475454,0.4804530139182434
4189,3,126,12568,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4190,1,108,21220,13,108,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4191,13,108,63664,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4192,1,33,4192,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307965
4193,3,64,15928,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4194,1,64,6292,13,64,1,1,64,2,1,0.7333333333333334,0.0,1.0,78.81257160603725,0.480453013918204
4195,6,64,18880,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4196,1,64,4196,13,64,1,1,64,2,1,0.6190476190476191,0.0,0.6666666666666666,79.38793575094081,1.2069489608125767
4197,3,64,12592,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4198,1,64,9448,13,64,2,1,64,3,2,0.6031746031746031,0.6365141682928128,0.75,79.10025367848904,1.6874019747307298
4199,21,64,71764,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4200,1,33,4200,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.72804164300097,0.480453013918204
4201,3,64,31912,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4202,1,33,6304,13,33,1,1,33,2,1,0.6666666666666666,0.0,0.6666666666666666,40.72804164300097,1.2069489608125767
4203,8,64,26944,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4204,1,95,45520,13,95,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,15.432688042492547,1.6874019747307885
4205,3,95,45520,13,95,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4206,1,95,45520,13,95,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4207,57,108,345544,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4208,1,82,9232,13,82,1,1,82,2,1,0.6190476190476191,0.0,0.6666666666666666,100.6013673092257,1.2069489608125767
4209,3,33,12628,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4210,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,153.54322116985097,1.6874019747308828
4211,6,126,18952,13,126,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4212,1,82,9232,13,82,1,1,82,2,1,0.7333333333333334,0.0,1.0,100.31368523677392,0.480453013918204
4213,3,82,12640,13,82,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4214,1,157,21688,13,157,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,8.788898309344878,1.2069489608125807
4215,8,157,28456,13,157,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4216,1,82,9232,13,82,2,1,82,3,2,0.6031746031746031,0.6365141682928128,0.75,100.6013673092257,1.6874019747307807
4217,3,56,40552,13,56,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4218,1,82,9232,13,82,1,1,82,2,1,0.7333333333333334,0.0,1.0,100.02600316432213,0.480453013918204
4219,13,157,21688,13,157,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4220,1,170,250504,13,170,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,9.65194452670022,1.2069489608125807
4221,3,170,250504,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4222,1,170,250504,13,170,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4223,21,157,144340,13,157,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4224,1,33,4224,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.15267749809741,0.480453013918204
4225,3,56,12676,13,56,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4226,1,82,9232,13,82,1,1,82,2,1,0.6666666666666666,0.0,0.6666666666666666,100.02600316432213,1.2069489608125767
4227,6,82,19024,13,82,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4228,1,82,9232,13,82,2,1,82,3,2,0.6031746031746031,0.6365141682928128,0.75,100.6013673092257,1.687401974730812
4229,3,82,12688,13,82,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4230,1,82,9520,13,82,1,1,82,2,1,0.7333333333333334,0.0,1.0,100.02600316432213,0.480453013918204
4231,11,38,28564,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4232,1,33,4232,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.01572371545276,1.2069489608125767
4233,3,201,695464,13,201,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4234,1,33,6352,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.01572371545276,1.687401974730771
4235,8,56,19060,13,56,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4236,1,33,4768,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,41.01572371545276,0.48045301391819417
4237,3,33,12712,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4238,1,82,14308,13,82,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4239,11,82,42928,13,82,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4240,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.40626738720633,1.6874019747307807
4241,3,108,39364,13,108,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4242,1,108,39364,13,108,1,1,-1,2,1,0.7333333333333334,0.0,1.0,9.07658038179666,0.48045301391819906
4243,6,108,39364,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4244,1,126,9232,13,126,1,1,126,2,1,0.6190476190476191,0.0,0.6666666666666666,154.40626738720633,1.2069489608125767
4245,3,126,12736,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4246,1,33,9556,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,40.44035957054919,1.6874019747307807
4247,8,33,28672,13,33,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4248,1,126,9232,13,126,1,1,126,2,1,0.7333333333333334,0.0,1.0,154.11858531475454,0.4804530139182434
4249,3,126,14344,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4250,1,126,9232,13,126,1,1,126,2,1,0.6666666666666666,0.0,0.6666666666666666,154.11858531475454,1.2069489608126394
4251,21,82,48436,13,82,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4252,1,77,8080,13,77,2,1,77,3,2,0.6031746031746031,0.6365141682928128,0.75,93.66989550362624,1.6874019747307807
4253,3,77,12760,13,77,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4254,1,77,21544,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4255,114,201,6810136,13,201,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4256,1,33,4256,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.01572371545275,1.2069489608125925
4257,3,38,18196,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4258,1,126,9232,13,126,2,1,126,3,2,0.6031746031746031,0.6365141682928128,0.75,154.40626738720633,1.6874019747308433
4259,6,126,19168,13,126,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4260,1,77,12148,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,15.145005970040767,0.48045301391820155
4261,3,77,12784,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4262,1,77,12148,13,77,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,14.857323897588987,1.2069489608125807
4263,88,126,599056,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4264,1,33,4264,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307965
4265,3,170,138400,13,170,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4266,1,33,6400,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.72804164300097,0.480453013918204
4267,8,126,19204,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4268,1,64,4804,13,64,1,1,64,2,1,0.6190476190476191,0.0,0.6666666666666666,79.10025367848903,1.2069489608125767
4269,3,64,12808,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4270,1,64,14416,13,64,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4271,13,170,43252,13,170,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4272,1,25,4272,13,25,1,1,25,2,1,0.7333333333333334,0.0,1.0,30.788415043848975,0.480453013918204
4273,3,64,12820,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4274,1,64,7216,13,64,1,1,64,2,1,0.6666666666666666,0.0,0.6666666666666666,78.52488953358547,1.2069489608125767
4275,6,64,19240,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4276,1,25,4276,13,25,2,1,25,3,2,0.6031746031746031,0.6365141682928128,0.75,31.363779188752538,1.6874019747307807
4277,3,25,12832,13,25,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4278,1,77,61720,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,8.788898309344878,0.48045301391820155
4279,8,77,61720,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4280,1,25,4280,13,25,1,1,25,2,1,0.6190476190476191,0.0,0.6666666666666666,31.363779188752538,1.2069489608125925
4281,3,126,14452,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4282,1,25,6424,13,25,2,1,25,3,2,0.6031746031746031,0.6365141682928128,0.75,31.363779188752538,1.6874019747307965
4283,11,126,21688,13,126,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4284,1,170,10852,13,170,1,1,-1,2,1,0.7333333333333334,0.0,1.0,9.36426245424844,0.48045301391820155
4285,3,170,12856,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4286,1,170,32560,13,170,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4287,24,126,97684,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4288,1,33,4288,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307965
4289,3,77,12868,13,77,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4290,1,77,8152,13,77,1,1,77,2,1,0.7333333333333334,0.0,1.0,93.09453135872268,0.480453013918204
4291,6,77,19312,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4292,1,25,4292,13,25,1,1,25,2,1,0.6190476190476191,0.0,0.6666666666666666,31.363779188752535,1.2069489608126003
4293,3,25,12880,13,25,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4294,1,25,9664,13,25,2,1,25,3,2,0.6031746031746031,0.6365141682928128,0.75,31.076097116300755,1.6874019747307885
4295,13,77,28996,13,77,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4296,1,25,4296,13,25,1,1,25,2,1,0.7333333333333334,0.0,1.0,31.076097116300755,0.480453013918204
4297,3,25,21760,13,25,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4298,1,25,6448,13,25,1,1,25,2,1,0.6666666666666666,0.0,0.6666666666666666,31.076097116300755,1.2069489608126003
4299,8,64,19348,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4300,1,25,4840,13,25,2,1,25,3,2,0.6031746031746031,0.6365141682928128,0.75,31.651461261204318,1.6874019747307965
4301,3,25,12904,13,25,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4302,1,108,176740,13,108,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4303,68,108,176740,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4304,1,33,4304,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.30340578790453,1.2069489608125925
4305,3,77,39364,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4306,1,77,39364,13,77,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.36426245424844,1.6874019747307822
4307,6,77,39364,13,77,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4308,1,33,4308,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,41.01572371545276,0.48045301391819417
4309,3,33,12928,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4310,1,170,1276936,13,170,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,19.775021196025975,1.2069489608125845
4311,8,170,1276936,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4312,1,51,9232,13,51,2,1,51,3,2,0.6031746031746031,0.6365141682928128,0.75,62.80451941864115,1.687401974730771
4313,3,51,14560,13,51,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4314,1,51,9232,13,51,1,1,51,2,1,0.7333333333333334,0.0,1.0,62.22915527373759,0.48045301391819417
4315,13,126,32776,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4316,1,51,9232,13,51,1,1,51,2,1,0.6190476190476191,0.0,0.6666666666666666,62.51683734618936,1.2069489608125767
4317,3,51,12952,13,51,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4318,1,126,41524,13,126,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4319,26,126,65608,13,126,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4320,1,46,4320,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.160729685493486,0.480453013918204
4321,3,170,83104,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4322,1,33,6484,13,33,1,1,33,2,1,0.6666666666666666,0.0,0.6666666666666666,40.72804164300097,1.2069489608125925
4323,6,33,19456,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4324,1,139,9232,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.8389554296989,1.6874019747307807
4325,3,139,12976,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4326,1,139,9736,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,169.26359128479533,0.480453013918204
4327,19,170,49300,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4328,1,46,4328,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,56.736093830397046,1.2069489608125925
4329,3,51,32884,13,51,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4330,1,46,6496,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,56.736093830397046,1.6874019747307965
4331,8,126,24676,13,126,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4332,1,139,9232,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,169.5512733572471,0.480453013918204
4333,3,139,13000,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4334,1,139,14632,13,139,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4335,26,64,166696,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4336,1,46,4336,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.02377590284883,1.687401974730771
4337,3,46,13012,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4338,1,77,13912,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,14.569641825137206,0.48045301391819906
4339,6,77,19528,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4340,1,46,4340,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.02377590284883,1.2069489608125767
4341,3,46,13024,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4342,1,51,10996,13,51,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.07658038179666,1.6874019747307798
4343,8,51,29320,13,51,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4344,1,139,9232,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,168.97590921234357,0.480453013918204
4345,3,51,20896,13,51,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4346,1,139,9232,13,139,1,1,139,2,1,0.6666666666666666,0.0,0.6666666666666666,168.97590921234357,1.2069489608125767
4347,81,183,225988,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4348,1,139,24784,13,139,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.65194452670022,1.6874019747307822
4349,3,139,24784,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4350,1,77,74356,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4351,32,77,223072,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4352,1,20,4352,13,20,1,1,20,2,1,0.6190476190476191,0.0,0.6666666666666666,25.295353600508424,1.2069489608125767
4353,3,139,13060,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4354,1,139,9232,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.5512733572471,1.6874019747307807
4355,6,139,19600,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4356,1,46,4356,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.448411757945266,0.480453013918204
4357,3,46,13072,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4358,1,46,9808,13,46,1,1,46,2,1,0.6666666666666666,0.0,0.6666666666666666,56.160729685493486,1.2069489608125925
4359,11,170,29428,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4360,1,46,4360,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.02377590284883,1.6874019747307554
4361,3,139,22084,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4362,1,46,6544,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.448411757945266,0.480453013918204
4363,8,139,19636,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4364,1,46,4912,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.02377590284883,1.2069489608125612
4365,3,46,13096,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4366,1,139,14740,13,139,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4367,11,139,44224,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4368,1,33,4368,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.72804164300098,0.48045301391819417
4369,3,46,13108,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4370,1,108,95956,13,108,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,9.07658038179666,1.2069489608125807
4371,6,108,95956,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
